symbol	ensembl_id	name
TUBA3FP	ENSG00000284130	tubulin alpha 3f pseudogene [Source:HGNC Symbol;Acc:HGNC:24067]
KRT18P48	ENSG00000217889	keratin 18 pseudogene 48 [Source:HGNC Symbol;Acc:HGNC:33418]
NUTF2P7	ENSG00000229324	nuclear transport factor 2 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:50458]
RNU1-56P	ENSG00000212605	RNA, U1 small nuclear 56, pseudogene [Source:HGNC Symbol;Acc:HGNC:48398]
MIURF	ENSG00000285025	mitochondrial elongation factor 1 upstream open reading frame [Source:NCBI gene (formerly Entrezgene);Acc:127898561]
CXorf65	ENSG00000204165	chromosome X open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:33713]
SELENOO-AS1	ENSG00000273137	SELENOO antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56048]
FAM83F	ENSG00000133477	family with sequence similarity 83 member F [Source:HGNC Symbol;Acc:HGNC:25148]
NOL4	ENSG00000101746	nucleolar protein 4 [Source:HGNC Symbol;Acc:HGNC:7870]
SGSM3-AS1	ENSG00000229999	SGSM3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41088]
RNF185-AS1	ENSG00000254835	RNF185 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41161]
MIR98	ENSG00000271886	microRNA 98 [Source:HGNC Symbol;Acc:HGNC:31649]
MIRLET7F2	ENSG00000208012	microRNA let-7f-2 [Source:HGNC Symbol;Acc:HGNC:31484]
PABPC1P3	ENSG00000230673	poly(A) binding protein cytoplasmic 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:8560]
CCL18	ENSG00000278167	C-C motif chemokine ligand 18 [Source:HGNC Symbol;Acc:HGNC:10616]
RNU6-330P	ENSG00000199885	RNA, U6 small nuclear 330, pseudogene [Source:HGNC Symbol;Acc:HGNC:47293]
NEXMIF	ENSG00000050030	neurite extension and migration factor [Source:HGNC Symbol;Acc:HGNC:29433]
HNF1B	ENSG00000276194	HNF1 homeobox B [Source:HGNC Symbol;Acc:HGNC:11630]
RPSAP61	ENSG00000214016	ribosomal protein SA pseudogene 61 [Source:HGNC Symbol;Acc:HGNC:36760]
RN7SL291P	ENSG00000242065	RNA, 7SL, cytoplasmic 291, pseudogene [Source:HGNC Symbol;Acc:HGNC:46307]
DUSP21	ENSG00000189037	dual specificity phosphatase 21 [Source:HGNC Symbol;Acc:HGNC:20476]
LL22NC01-81G9.3	ENSG00000215403	uncharacterized protein FLJ39582-like [Source:NCBI gene (formerly Entrezgene);Acc:100506241]
KRT18P23	ENSG00000215333	keratin 18 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:33392]
CT45A11P	ENSG00000230162	cancer/testis antigen family 45 member A11, pseudogene [Source:HGNC Symbol;Acc:HGNC:51336]
ANP32BP2	ENSG00000231801	acidic nuclear phosphoprotein 32 family member B pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38552]
GAPDHP67	ENSG00000219930	glyceraldehyde 3 phosphate dehydrogenase pseudogene 67 [Source:HGNC Symbol;Acc:HGNC:4145]
E2F6P4	ENSG00000231513	E2F transcription factor 6 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:51452]
KRT18P49	ENSG00000214720	keratin 18 pseudogene 49 [Source:HGNC Symbol;Acc:HGNC:33419]
PRR5	ENSG00000186654	proline rich 5 [Source:HGNC Symbol;Acc:HGNC:31682]
PRPS1	ENSG00000147224	phosphoribosyl pyrophosphate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9462]
GAGE2E	ENSG00000275113	G antigen 2E [Source:HGNC Symbol;Acc:HGNC:31960]
SETBP1	ENSG00000152217	SET binding protein 1 [Source:HGNC Symbol;Acc:HGNC:15573]
GAGE12B	ENSG00000236737	G antigen 12B [Source:HGNC Symbol;Acc:HGNC:26779]
VDAC1P2	ENSG00000213856	voltage dependent anion channel 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:12670]
SALL1P1	ENSG00000227391	spalt like transcription factor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10525]
PAGE1	ENSG00000068985	PAGE family member 1 [Source:HGNC Symbol;Acc:HGNC:4107]
MIR2114	ENSG00000252454	microRNA 2114 [Source:HGNC Symbol;Acc:HGNC:37308]
XRCC6P2	ENSG00000234825	X-ray repair cross complementing 6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:45184]
PIGW	ENSG00000275600	phosphatidylinositol glycan anchor biosynthesis class W [Source:HGNC Symbol;Acc:HGNC:23213]
LINC02967	ENSG00000274173	long intergenic non-protein coding RNA 2967 [Source:HGNC Symbol;Acc:HGNC:56007]
RPL7P56	ENSG00000231164	ribosomal protein L7 pseudogene 56 [Source:HGNC Symbol;Acc:HGNC:35588]
RAB28P5	ENSG00000225400	RAB28, member RAS oncogene family pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:51547]
RPL22P23	ENSG00000232379	ribosomal protein L22 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:53759]
SRRM1P3	ENSG00000237307	serine/arginine repetitive matrix 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38164]
GPR101	ENSG00000165370	G protein-coupled receptor 101 [Source:HGNC Symbol;Acc:HGNC:14963]
TCEAL3-AS1	ENSG00000224031	TCEAL3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41191]
CCL5	ENSG00000274233	C-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10632]
CACNA1F	ENSG00000102001	calcium voltage-gated channel subunit alpha1 F [Source:HGNC Symbol;Acc:HGNC:1393]
FBXO15	ENSG00000141665	F-box protein 15 [Source:HGNC Symbol;Acc:HGNC:13617]
SRCIN1	ENSG00000273608	SRC kinase signaling inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:29506]
PRR5-ARHGAP8	ENSG00000248405	PRR5-ARHGAP8 readthrough [Source:HGNC Symbol;Acc:HGNC:34512]
ATP7B	ENSG00000123191	ATPase copper transporting beta [Source:HGNC Symbol;Acc:HGNC:870]
CFAP53	ENSG00000172361	cilia and flagella associated protein 53 [Source:HGNC Symbol;Acc:HGNC:26530]
DUSP14	ENSG00000275932	dual specificity phosphatase 14 [Source:HGNC Symbol;Acc:HGNC:17007]
KCTD1	ENSG00000134504	potassium channel tetramerization domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18249]
GPR179	ENSG00000276469	G protein-coupled receptor 179 [Source:HGNC Symbol;Acc:HGNC:31371]
CISD3	ENSG00000274768	CDGSH iron sulfur domain 3 [Source:HGNC Symbol;Acc:HGNC:27578]
LHX1	ENSG00000274577	LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6593]
RPL6P28	ENSG00000223730	ribosomal protein L6 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:36065]
RFKP4	ENSG00000230769	RFK pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:56488]
JTBP1	ENSG00000233603	jumping translocation breakpoint pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39180]
MIR4766	ENSG00000266594	microRNA 4766 [Source:HGNC Symbol;Acc:HGNC:41680]
DNAJB7	ENSG00000172404	DnaJ heat shock protein family (Hsp40) member B7 [Source:HGNC Symbol;Acc:HGNC:24986]
RNU6-379P	ENSG00000200683	RNA, U6 small nuclear 379, pseudogene [Source:HGNC Symbol;Acc:HGNC:47342]
L3MBTL2-AS1	ENSG00000235513	L3MBTL2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40847]
CCL3	ENSG00000274221	C-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:10627]
RNU6-338P	ENSG00000206615	RNA, U6 small nuclear 338, pseudogene [Source:HGNC Symbol;Acc:HGNC:47301]
RNU6-28P	ENSG00000199248	RNA, U6 small nuclear 28, pseudogene [Source:HGNC Symbol;Acc:HGNC:34272]
H2AZP6	ENSG00000233733	H2A.Z histone pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:38019]
RPS26P59	ENSG00000229169	ribosomal protein S26 pseudogene 59 [Source:HGNC Symbol;Acc:HGNC:56982]
DOK6	ENSG00000206052	docking protein 6 [Source:HGNC Symbol;Acc:HGNC:28301]
RPS18P14	ENSG00000214093	ribosomal protein S18 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:36386]
MIR7109	ENSG00000284082	microRNA 7109 [Source:HGNC Symbol;Acc:HGNC:50122]
SEZ6L-AS1	ENSG00000224192	SEZ6L antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40521]
RN7SL274P	ENSG00000263947	RNA, 7SL, cytoplasmic 274, pseudogene [Source:HGNC Symbol;Acc:HGNC:46290]
RNA5SP495	ENSG00000252267	RNA, 5S ribosomal pseudogene 495 [Source:HGNC Symbol;Acc:HGNC:43395]
NPIPA7	ENSG00000277983	nuclear pore complex interacting protein family member A7 [Source:HGNC Symbol;Acc:HGNC:41982]
VPREB1	ENSG00000169575	V-set pre-B cell surrogate light chain 1 [Source:HGNC Symbol;Acc:HGNC:12709]
SYNRG	ENSG00000274047	synergin gamma [Source:HGNC Symbol;Acc:HGNC:557]
PKD1P3	ENSG00000281965	polycystin 1, transient receptor potential channel interacting pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:30067]
LHFPL7	ENSG00000206069	LHFPL tetraspan subfamily member 7 [Source:HGNC Symbol;Acc:HGNC:33725]
ABCC6P2	ENSG00000273808	ATP binding cassette subfamily C member 6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33353]
RPS25P10	ENSG00000234735	ribosomal protein S25 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:36078]
PKD1P1	ENSG00000282522	polycystin 1, transient receptor potential channel interacting pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30065]
TTLL12	ENSG00000100304	tubulin tyrosine ligase like 12 [Source:HGNC Symbol;Acc:HGNC:28974]
SERPINB7	ENSG00000166396	serpin family B member 7 [Source:HGNC Symbol;Acc:HGNC:13902]
LINC00029	ENSG00000125514	long intergenic non-protein coding RNA 29 [Source:HGNC Symbol;Acc:HGNC:16184]
PKD1P6	ENSG00000282086	polycystin 1, transient receptor potential channel interacting pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:30070]
SCUBE1-AS2	ENSG00000236272	SCUBE1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40633]
INPP5J	ENSG00000185133	inositol polyphosphate-5-phosphatase J [Source:HGNC Symbol;Acc:HGNC:8956]
ZNF521	ENSG00000198795	zinc finger protein 521 [Source:HGNC Symbol;Acc:HGNC:24605]
LINC01620	ENSG00000168746	long intergenic non-protein coding RNA 1620 [Source:HGNC Symbol;Acc:HGNC:16195]
HSPB1P2	ENSG00000230216	heat shock protein family B (small) member 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:5252]
ZNF630-AS1	ENSG00000277541	ZNF630 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41215]
RNU6-707P	ENSG00000201517	RNA, U6 small nuclear 707, pseudogene [Source:HGNC Symbol;Acc:HGNC:47670]
SSX13P	ENSG00000225198	SSX family member 13, pseudogene [Source:HGNC Symbol;Acc:HGNC:30640]
S100A11P5	ENSG00000238032	S100A11 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:54954]
LINC01747	ENSG00000230400	long intergenic non-protein coding RNA 1747 [Source:HGNC Symbol;Acc:HGNC:52536]
RNA5SP503	ENSG00000252856	RNA, 5S ribosomal pseudogene 503 [Source:HGNC Symbol;Acc:HGNC:43403]
SSX20P	ENSG00000204368	SSX family member 20, pseudogene [Source:HGNC Symbol;Acc:HGNC:56825]
S100A11P7	ENSG00000231568	S100A11 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:54956]
UBQLN2	ENSG00000188021	ubiquilin 2 [Source:HGNC Symbol;Acc:HGNC:12509]
ATRX	ENSG00000085224	ATRX chromatin remodeler [Source:HGNC Symbol;Acc:HGNC:886]
SEC11C	ENSG00000166562	SEC11 homolog C, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:23400]
MIR1-1HG	ENSG00000174407	MIR1-1 host gene [Source:HGNC Symbol;Acc:HGNC:16159]
KIR2DL5A	ENSG00000288357	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A [Source:HGNC Symbol;Acc:HGNC:16345]
OR11H3P	ENSG00000258721	olfactory receptor family 11 subfamily H member 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:15367]
OR11J6P	ENSG00000285405	olfactory receptor family 11 subfamily J member 6 pseudogene [Source:HGNC Symbol;Acc:HGNC:38588]
IGHV1OR15-1	ENSG00000270505	immunoglobulin heavy variable 1/OR15-1 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5563]
RPS8P10	ENSG00000223877	ribosomal protein S8 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:35628]
OR4M2-OT1	ENSG00000285472	OR4M2 overlapping transcript 1 [Source:HGNC Symbol;Acc:HGNC:56199]
HSBP1L1	ENSG00000226742	heat shock factor binding protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:37243]
OR4N3P	ENSG00000259435	olfactory receptor family 4 subfamily N member 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:15374]
OR11J7P	ENSG00000283524	olfactory receptor family 11 subfamily J member 7 pseudogene [Source:HGNC Symbol;Acc:HGNC:38589]
IGHV1OR15-3	ENSG00000271288	immunoglobulin heavy variable 1/OR15-3 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5565]
SERPINE4P	ENSG00000258624	serpin family E member 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:44400]
SREBF2-AS1	ENSG00000184068	SREBF2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53953]
ANKRD30B	ENSG00000180777	ankyrin repeat domain 30B [Source:HGNC Symbol;Acc:HGNC:24165]
NOL4L-AS1	ENSG00000233293	NOL4L antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40756]
CES5AP1	ENSG00000215478	carboxylesterase 5A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38516]
CRMA	ENSG00000174403	cardiomyocyte maturation associated lncRNA [Source:HGNC Symbol;Acc:HGNC:26393]
ZDHHC8BP	ENSG00000133519	ZDHHC8B, pseudogene [Source:HGNC Symbol;Acc:HGNC:26461]
ZFYVE19	ENSG00000166140	zinc finger FYVE-type containing 19 [Source:HGNC Symbol;Acc:HGNC:20758]
MIATNB	ENSG00000244625	MIAT neighbor [Source:HGNC Symbol;Acc:HGNC:50731]
RPL23AP54	ENSG00000240486	ribosomal protein L23a pseudogene 54 [Source:HGNC Symbol;Acc:HGNC:36689]
TMEM97P2	ENSG00000253866	transmembrane protein 97 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39641]
OR6R2P	ENSG00000273484	olfactory receptor family 6 subfamily R member 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:31307]
EIF4EP5	ENSG00000214366	eukaryotic translation initiation factor 4E pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:51463]
NOL4L-DT	ENSG00000204393	NOL4L divergent transcript [Source:HGNC Symbol;Acc:HGNC:44310]
AQP4	ENSG00000171885	aquaporin 4 [Source:HGNC Symbol;Acc:HGNC:637]
LINC03023	ENSG00000254026	long intergenic non-protein coding RNA 3023 [Source:HGNC Symbol;Acc:HGNC:56154]
SGCZ	ENSG00000185053	sarcoglycan zeta [Source:HGNC Symbol;Acc:HGNC:14075]
WBP1LP3	ENSG00000253612	WBP1L pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:43958]
LINC02099	ENSG00000253490	long intergenic non-protein coding RNA 2099 [Source:HGNC Symbol;Acc:HGNC:52953]
HAR1B	ENSG00000231133	highly accelerated region 1B [Source:HGNC Symbol;Acc:HGNC:33118]
LINC03021	ENSG00000277526	long intergenic non-protein coding RNA 3021 [Source:NCBI gene (formerly Entrezgene);Acc:101927815]
STC1	ENSG00000159167	stanniocalcin 1 [Source:HGNC Symbol;Acc:HGNC:11373]
RALY-AS1	ENSG00000285230	RALY antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50743]
CES1P1	ENSG00000281948	carboxylesterase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18546]
MTND6P19	ENSG00000254384	MT-ND6 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:39482]
CES5A	ENSG00000261972	carboxylesterase 5A [Source:HGNC Symbol;Acc:HGNC:26459]
UNC5D	ENSG00000156687	unc-5 netrin receptor D [Source:HGNC Symbol;Acc:HGNC:18634]
MYO5B	ENSG00000167306	myosin VB [Source:HGNC Symbol;Acc:HGNC:7603]
ZNF519P3	ENSG00000258585	zinc finger protein 519 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:50787]
RPL15P22	ENSG00000231369	ribosomal protein L15 pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:36933]
OR4H6P	ENSG00000284892	olfactory receptor family 4 subfamily H member 6 pseudogene [Source:HGNC Symbol;Acc:HGNC:8312]
RPL35P8	ENSG00000226142	ribosomal protein L35 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:36158]
RPLP0P10	ENSG00000244705	ribosomal protein lateral stalk subunit P0 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:35991]
C15orf62	ENSG00000188277	chromosome 15 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:34489]
MIR3667	ENSG00000264139	microRNA 3667 [Source:HGNC Symbol;Acc:HGNC:38990]
BMS1P22	ENSG00000232775	BMS1 pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:51603]
CWC25	ENSG00000276761	CWC25 spliceosome associated protein homolog [Source:HGNC Symbol;Acc:HGNC:25989]
DUXAP8	ENSG00000271672	double homeobox A pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:32187]
TOMM40P2	ENSG00000215270	TOMM40 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54624]
GABRG3	ENSG00000182256	gamma-aminobutyric acid type A receptor subunit gamma3 [Source:HGNC Symbol;Acc:HGNC:4088]
NEK2P2	ENSG00000231565	NEK2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37816]
MED15P7	ENSG00000234381	mediator complex subunit 15 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:48656]
MIF-AS1	ENSG00000218537	MIF antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27669]
MIR6818	ENSG00000275818	microRNA 6818 [Source:HGNC Symbol;Acc:HGNC:49940]
CNN2P1	ENSG00000227201	calponin 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39526]
RPL36P17	ENSG00000226573	ribosomal protein L36 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:35884]
RPS3AP51	ENSG00000225971	RPS3A pseudogene 51 [Source:HGNC Symbol;Acc:HGNC:35480]
DNAAF4-CCPG1	ENSG00000261771	DNAAF4-CCPG1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:43019]
APOBEC3B-AS1	ENSG00000249310	APOBEC3B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43836]
CSE1L-DT	ENSG00000227431	CSE1L divergent transcript [Source:HGNC Symbol;Acc:HGNC:51232]
LINC00899	ENSG00000231711	long intergenic non-protein coding RNA 899 [Source:HGNC Symbol;Acc:HGNC:48583]
DLGAP4-AS1	ENSG00000232907	DLGAP4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51223]
PRR34	ENSG00000182257	PRR34 long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:25606]
C17orf78	ENSG00000278145	chromosome 17 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:26831]
PRTG	ENSG00000166450	protogenin [Source:HGNC Symbol;Acc:HGNC:26373]
MIR3619	ENSG00000266533	microRNA 3619 [Source:HGNC Symbol;Acc:HGNC:38998]
CHEK2P4	ENSG00000235969	CHEK2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:43580]
LINC01749	ENSG00000272259	long intergenic non-protein coding RNA 1749 [Source:HGNC Symbol;Acc:HGNC:52537]
CCL14	ENSG00000277236	C-C motif chemokine ligand 14 [Source:HGNC Symbol;Acc:HGNC:10612]
KCNMB3P1	ENSG00000239435	KCNMB3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:6288]
CCT8L2	ENSG00000198445	chaperonin containing TCP1 subunit 8 like 2 [Source:HGNC Symbol;Acc:HGNC:15553]
LINC01432	ENSG00000234435	long intergenic non-protein coding RNA 1432 [Source:HGNC Symbol;Acc:HGNC:50745]
TPTEP1	ENSG00000100181	TPTE pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43648]
VSIG1	ENSG00000101842	V-set and immunoglobulin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28675]
SLC25A15P5	ENSG00000249288	solute carrier family 25 member 15 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:39846]
PARP4P3	ENSG00000249263	poly(ADP-ribose) polymerase family member 4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:274]
ANKRD62P1-PARP4P3	ENSG00000189295	ANKRD62P1-PARP4P3 readthrough, transcribed pseudogene [Source:HGNC Symbol;Acc:HGNC:42393]
CDH4-AS1	ENSG00000225106	CDH4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40139]
ANKRD62P1	ENSG00000259271	ankyrin repeat domain 62 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:42363]
OR11K1P	ENSG00000283680	olfactory receptor family 11 subfamily K member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15371]
MMP28	ENSG00000278843	matrix metallopeptidase 28 [Source:HGNC Symbol;Acc:HGNC:14366]
TNMD	ENSG00000000005	tenomodulin [Source:HGNC Symbol;Acc:HGNC:17757]
VWFP1	ENSG00000241717	von Willebrand factor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:12727]
SHC4	ENSG00000185634	SHC adaptor protein 4 [Source:HGNC Symbol;Acc:HGNC:16743]
MRPL49P2	ENSG00000253934	mitochondrial ribosomal protein L49 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:29718]
DNAJB6P2	ENSG00000251203	DNAJB6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54755]
XKR3	ENSG00000172967	XK related 3 [Source:HGNC Symbol;Acc:HGNC:28778]
DPYSL2	ENSG00000092964	dihydropyrimidinase like 2 [Source:HGNC Symbol;Acc:HGNC:3014]
RAD21P1	ENSG00000238116	RAD21 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55032]
SPIN2P1	ENSG00000237708	SPIN2 family pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54967]
RNU6-935P	ENSG00000222303	RNA, U6 small nuclear 935, pseudogene [Source:HGNC Symbol;Acc:HGNC:47898]
LINC00658	ENSG00000226995	long intergenic non-protein coding RNA 658 [Source:HGNC Symbol;Acc:HGNC:44315]
HSFY1P1	ENSG00000229027	HSFY1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:1846]
SPRING1P2	ENSG00000238188	SPRING1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:55130]
GPM6BP3	ENSG00000234121	glycoprotein M6B pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38783]
ZNF402P	ENSG00000220248	zinc finger protein 402, pseudogene [Source:HGNC Symbol;Acc:HGNC:19292]
ARHGAP36	ENSG00000147256	Rho GTPase activating protein 36 [Source:HGNC Symbol;Acc:HGNC:26388]
MTND1P17	ENSG00000228122	MT-ND1 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:42095]
IGKV1OR22-5	ENSG00000230481	immunoglobulin kappa variable 1/OR22-5 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5773]
IGKV2OR22-4	ENSG00000253691	immunoglobulin kappa variable 2/OR22-4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5813]
IGKV2OR22-3	ENSG00000253460	immunoglobulin kappa variable 2/OR22-3 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5812]
IGKV3OR22-2	ENSG00000254264	immunoglobulin kappa variable 3/OR22-2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5833]
IGKV1OR22-1	ENSG00000253481	immunoglobulin kappa variable 1/OR22-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5772]
GAB4	ENSG00000215568	GRB2 associated binding protein family member 4 [Source:HGNC Symbol;Acc:HGNC:18325]
CES1	ENSG00000262243	carboxylesterase 1 [Source:HGNC Symbol;Acc:HGNC:1863]
TBC1D3B	ENSG00000274939	TBC1 domain family member 3B [Source:HGNC Symbol;Acc:HGNC:27011]
IL9RP6	ENSG00000270226	IL9R pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:56970]
MIAT	ENSG00000225783	myocardial infarction associated transcript [Source:HGNC Symbol;Acc:HGNC:33425]
RN7SL191P	ENSG00000241198	RNA, 7SL, cytoplasmic 191, pseudogene [Source:HGNC Symbol;Acc:HGNC:46207]
LINC00654	ENSG00000205181	long intergenic non-protein coding RNA 654 [Source:HGNC Symbol;Acc:HGNC:27154]
KIAA1328	ENSG00000150477	KIAA1328 [Source:HGNC Symbol;Acc:HGNC:29248]
NXF2	ENSG00000269405	nuclear RNA export factor 2 [Source:HGNC Symbol;Acc:HGNC:8072]
FRMD5	ENSG00000171877	FERM domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28214]
TAF15	ENSG00000276833	TATA-box binding protein associated factor 15 [Source:HGNC Symbol;Acc:HGNC:11547]
ATP12A	ENSG00000075673	ATPase H+/K+ transporting non-gastric alpha2 subunit [Source:HGNC Symbol;Acc:HGNC:13816]
CTHRC1P1	ENSG00000271005	collagen triple helix repeat containing 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50463]
INE2	ENSG00000281371	inactivation escape 2 [Source:HGNC Symbol;Acc:HGNC:6061]
RNU5F-7P	ENSG00000200566	RNA, U5F small nuclear 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:42524]
SETP15	ENSG00000226536	SET pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:42934]
HDGFL3P1	ENSG00000234466	HDGFL3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54965]
PAGE2	ENSG00000234068	PAGE family member 2 [Source:HGNC Symbol;Acc:HGNC:31804]
MRPL57	ENSG00000173141	mitochondrial ribosomal protein L57 [Source:HGNC Symbol;Acc:HGNC:14514]
MTCO1P52	ENSG00000229760	MT-CO1 pseudogene 52 [Source:HGNC Symbol;Acc:HGNC:52117]
MTND2P24	ENSG00000231947	MT-ND2 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:42125]
MTND1P30	ENSG00000238047	MT-ND1 pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:42079]
MIR4329	ENSG00000283775	microRNA 4329 [Source:HGNC Symbol;Acc:HGNC:38290]
RN7SL266P	ENSG00000243011	RNA, 7SL, cytoplasmic 266, pseudogene [Source:HGNC Symbol;Acc:HGNC:46282]
ATF4P1	ENSG00000213338	activating transcription factor 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:789]
INTS6	ENSG00000102786	integrator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:14879]
OR3B1P	ENSG00000237619	olfactory receptor family 3 subfamily B member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:14839]
PNKDP1	ENSG00000228089	PNKD pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49628]
HSPA8P13	ENSG00000253425	heat shock protein family A (Hsp70) member 8 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:44928]
RNA5SP514	ENSG00000200587	RNA, 5S ribosomal pseudogene 514 [Source:HGNC Symbol;Acc:HGNC:43414]
